tau	jackson1200	f/fm	G (GPa)
1.0226	0.070778	110.02	44.809						
3.0299	0.084613	37.131	42.623						
8.2107	0.11136	13.702	40.874						
15.568	0.12952	7.2261	38.689						
28.231	0.17046	3.9850	37.158						
54.332	0.21234	2.0706	34.973						
100.00	0.27565	1.1250	32.787						
305.25	0.48405	0.36855	27.541						
614.28	0.73083	0.18314	22.732						
1018.8	1.0302	0.11043	19.016						
