0.11847, -1.51948
0.59496, -1.38961
0.81666, -1.34632
1.07162, -1.24675
1.34614, -1.14286
1.68542, -1.06061
2.01836, -0.96537
2.33797, -0.89610
2.69048, -0.79654
3.01580, -0.78788
